Gene stable ID,Gene start (bp),Gene end (bp),Gene description,Gene name,Gene type,Chromosome/scaffold name,Strand
ENSMUSG00000113926,111930429,111931037,predicted gene 3565 [Source:MGI Symbol;Acc:MGI:3781742],Gm3565,processed_pseudogene,12,-1
ENSMUSG00000113769,111941991,111944484,RIKEN cDNA 5033406O09 gene [Source:MGI Symbol;Acc:MGI:1923205],5033406O09Rik,lincRNA,12,-1
ENSMUSG00000113088,111950517,111954152,"predicted gene, 36757 [Source:MGI Symbol;Acc:MGI:5595916]",Gm36757,lincRNA,12,1
ENSMUSG00000113231,112751271,112751531,predicted gene 5189 [Source:MGI Symbol;Acc:MGI:3647067],Gm5189,processed_pseudogene,12,-1
ENSMUSG00000052160,112760655,112768990,"phospholipase D family, member 4 [Source:MGI Symbol;Acc:MGI:2144765]",Pld4,protein_coding,12,1
ENSMUSG00000021290,111961375,111966977,RIKEN cDNA 2010107E04 gene [Source:MGI Symbol;Acc:MGI:1917507],2010107E04Rik,protein_coding,12,-1
ENSMUSG00000087075,111406809,111412090,RIKEN cDNA A230065H16 gene [Source:MGI Symbol;Acc:MGI:2685744],A230065H16Rik,protein_coding,12,1
ENSMUSG00000072812,112772194,112802657,AHNAK nucleoprotein 2 [Source:MGI Symbol;Acc:MGI:2144831],Ahnak2,protein_coding,12,-1
ENSMUSG00000021280,111417017,111431678,exocyst complex component 3-like 4 [Source:MGI Symbol;Acc:MGI:1921363],Exoc3l4,protein_coding,12,1
ENSMUSG00000054003,111971559,112068854,tudor domain containing 9 [Source:MGI Symbol;Acc:MGI:1921941],Tdrd9,protein_coding,12,1
ENSMUSG00000097081,111426874,111430946,predicted gene 10425 [Source:MGI Symbol;Acc:MGI:3642471],Gm10425,antisense_RNA,12,-1
ENSMUSG00000091402,111979111,111981317,retinal degeneration 3-like [Source:MGI Symbol;Acc:MGI:2675860],Rd3l,protein_coding,12,-1
ENSMUSG00000037594,112808937,112816252,cDNA sequence BC022687 [Source:MGI Symbol;Acc:MGI:2443738],BC022687,protein_coding,12,1
ENSMUSG00000047832,112820229,112829423,cell division cycle associated 4 [Source:MGI Symbol;Acc:MGI:1919213],Cdca4,protein_coding,12,-1
ENSMUSG00000021298,112850873,112868228,G protein-coupled receptor 132 [Source:MGI Symbol;Acc:MGI:1890220],Gpr132,protein_coding,12,-1
ENSMUSG00000113872,112873117,112873531,,AC160929.1,processed_pseudogene,12,-1
ENSMUSG00000113830,112875211,112875814,RIKEN cDNA 1700127F24 gene [Source:MGI Symbol;Acc:MGI:1925892],1700127F24Rik,lincRNA,12,-1
ENSMUSG00000002799,112907819,112929776,jagged 2 [Source:MGI Symbol;Acc:MGI:1098270],Jag2,protein_coding,12,-1
ENSMUSG00000002804,112934291,112942124,nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:MGI Symbol;Acc:MGI:1913424],Nudt14,protein_coding,12,-1
ENSMUSG00000097476,112946363,112950512,"predicted gene, 26583 [Source:MGI Symbol;Acc:MGI:5477077]",Gm26583,lincRNA,12,-1
ENSMUSG00000113519,112971745,112972145,,AC073562.1,sense_intronic,12,-1
ENSMUSG00000011158,112960085,113000704,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit [Source:MGI Symbol;Acc:MGI:1919558]",Brf1,protein_coding,12,-1
ENSMUSG00000097100,112999964,113001926,RIKEN cDNA 9230104M06 gene [Source:MGI Symbol;Acc:MGI:3642845],9230104M06Rik,antisense_RNA,12,1
ENSMUSG00000002803,112976482,112978945,BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3026623],Btbd6,protein_coding,12,1
ENSMUSG00000098338,112920483,112920541,microRNA 6941 [Source:MGI Symbol;Acc:MGI:5531305],Mir6941,miRNA,12,-1
ENSMUSG00000093090,112109238,112109322,microRNA 3073a [Source:MGI Symbol;Acc:MGI:4834246],Mir3073a,miRNA,12,1
ENSMUSG00000099165,112733322,112733391,microRNA 6940 [Source:MGI Symbol;Acc:MGI:5531037],Mir6940,miRNA,12,1
ENSMUSG00000098380,112659277,112659351,microRNA 6939 [Source:MGI Symbol;Acc:MGI:5530880],Mir6939,miRNA,12,-1
ENSMUSG00000064493,111540941,111541067,"small nucleolar RNA, H/ACA box 28 [Source:MGI Symbol;Acc:MGI:3819496]",Snora28,snoRNA,12,1
ENSMUSG00000065574,112130880,112130955,microRNA 203 [Source:MGI Symbol;Acc:MGI:2676878],Mir203,miRNA,12,1
ENSMUSG00000106228,112109250,112109309,microRNA 3073b [Source:MGI Symbol;Acc:MGI:5562738],Mir3073b,miRNA,12,-1
ENSMUSG00000113029,111450405,111500840,"predicted gene, 40578 [Source:MGI Symbol;Acc:MGI:5623463]",Gm40578,antisense_RNA,12,-1
ENSMUSG00000021281,111442469,111455018,"tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]",Tnfaip2,protein_coding,12,1
ENSMUSG00000010529,111484609,111485823,predicted gene 266 [Source:MGI Symbol;Acc:MGI:2685112],Gm266,protein_coding,12,-1
ENSMUSG00000021282,111538016,111546752,eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309],Eif5,protein_coding,12,1
ENSMUSG00000113462,111558778,111559010,,AC163357.1,processed_pseudogene,12,-1
ENSMUSG00000096995,111572317,111574402,RIKEN cDNA 2810029C07 gene [Source:MGI Symbol;Acc:MGI:1919920],2810029C07Rik,bidirectional_promoter_lncRNA,12,-1
ENSMUSG00000037686,112106679,112127559,asparaginase [Source:MGI Symbol;Acc:MGI:2144822],Aspg,protein_coding,12,1
ENSMUSG00000007411,111574523,111656221,MAP/microtubule affinity regulating kinase 3 [Source:MGI Symbol;Acc:MGI:1341865],Mark3,protein_coding,12,1
ENSMUSG00000113910,111616870,111637388,,AC160972.1,sense_overlapping,12,1
ENSMUSG00000021294,112146208,112181747,kinesin family member 26A [Source:MGI Symbol;Acc:MGI:2447072],Kif26a,protein_coding,12,1
ENSMUSG00000113282,112204701,112205153,"predicted gene, 20368 [Source:MGI Symbol;Acc:MGI:5012553]",Gm20368,processed_pseudogene,12,-1
ENSMUSG00000103080,112347289,112350067,"predicted gene, 38123 [Source:MGI Symbol;Acc:MGI:5611351]",Gm38123,TEC,12,-1
ENSMUSG00000113120,112391526,112405812,RIKEN cDNA E330035G20 gene [Source:MGI Symbol;Acc:MGI:2443932],E330035G20Rik,lincRNA,12,-1
ENSMUSG00000047828,112411023,112423212,RIKEN cDNA A730018C14 gene [Source:MGI Symbol;Acc:MGI:2442339],A730018C14Rik,processed_transcript,12,-1
ENSMUSG00000113189,112428284,112435338,Riken cDNA B020018J22 gene [Source:MGI Symbol;Acc:MGI:3761288],B020018J22Rik,lincRNA,12,-1
ENSMUSG00000043122,112489448,112499927,RIKEN cDNA A530016L24 gene [Source:MGI Symbol;Acc:MGI:2443020],A530016L24Rik,protein_coding,12,1
ENSMUSG00000054013,112500189,112516747,transmembrane protein 179 [Source:MGI Symbol;Acc:MGI:2144891],Tmem179,protein_coding,12,-1
ENSMUSG00000001270,111669361,111672338,"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]",Ckb,protein_coding,12,-1
ENSMUSG00000037679,112588784,112615557,"inverted formin, FH2 and WH2 domain containing [Source:MGI Symbol;Acc:MGI:1917685]",Inf2,protein_coding,12,1
ENSMUSG00000060950,111678105,111683902,tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487],Trmt61a,protein_coding,12,1
ENSMUSG00000112991,111703082,111705550,"predicted gene, 36635 [Source:MGI Symbol;Acc:MGI:5595794]",Gm36635,lincRNA,12,1
ENSMUSG00000049792,111709488,111713257,BCL2-associated athanogene 5 [Source:MGI Symbol;Acc:MGI:1917619],Bag5,protein_coding,12,-1
ENSMUSG00000113056,110994398,111013869,RIKEN cDNA 6030440G07 gene [Source:MGI Symbol;Acc:MGI:1925128],6030440G07Rik,lincRNA,12,1
ENSMUSG00000113597,111017444,111018402,,AC153152.2,TEC,12,-1
ENSMUSG00000114110,111067764,111068028,"predicted gene, 46379 [Source:MGI Symbol;Acc:MGI:5826016]",Gm46379,processed_pseudogene,12,-1
ENSMUSG00000037896,111039351,111115901,REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340],Rcor1,protein_coding,12,1
ENSMUSG00000113200,111091200,111093941,,AC153152.1,TEC,12,1
ENSMUSG00000037787,111713261,111755053,"apoptogenic, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1915270]",Apopt1,protein_coding,12,1
ENSMUSG00000090193,111726392,111727127,predicted gene 15995 [Source:MGI Symbol;Acc:MGI:3802108],Gm15995,processed_transcript,12,1
ENSMUSG00000090026,111730094,111731831,predicted gene 15996 [Source:MGI Symbol;Acc:MGI:3802107],Gm15996,antisense_RNA,12,-1
ENSMUSG00000034235,20548912,20641063,ubiquitin specific peptidase 54 [Source:MGI Symbol;Acc:MGI:1926037],Usp54,protein_coding,14,-1
ENSMUSG00000099966,20641009,20644048,RIKEN cDNA 2810402E24 gene [Source:MGI Symbol;Acc:MGI:1913715],2810402E24Rik,antisense_RNA,14,1
ENSMUSG00000068697,20649107,20656540,myozenin 1 [Source:MGI Symbol;Acc:MGI:1929471],Myoz1,protein_coding,14,-1
ENSMUSG00000039376,20658946,20668354,synaptopodin 2-like [Source:MGI Symbol;Acc:MGI:1916010],Synpo2l,protein_coding,14,-1
ENSMUSG00000039367,20674308,20694852,"Sec24 related gene family, member C (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919746]",Sec24c,protein_coding,14,1
ENSMUSG00000097577,20687236,20703028,RIKEN cDNA 6230400D17 gene [Source:MGI Symbol;Acc:MGI:1923383],6230400D17Rik,antisense_RNA,14,-1
ENSMUSG00000063787,20703006,20704425,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:MGI Symbol;Acc:MGI:1913371],Chchd1,protein_coding,14,1
ENSMUSG00000039357,20694968,20701016,fucosyltransferase 11 [Source:MGI Symbol;Acc:MGI:1920318],Fut11,protein_coding,14,1
ENSMUSG00000115643,79105709,79105879,,AC124709.3,processed_pseudogene,14,1
ENSMUSG00000058997,78849052,79202310,von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008],Vwa8,protein_coding,14,1
ENSMUSG00000115637,79106039,79106401,,AC124709.2,processed_pseudogene,14,-1
ENSMUSG00000115167,79146259,79151389,,AC139758.3,antisense_RNA,14,-1
ENSMUSG00000115111,79178894,79199190,,AC139758.2,antisense_RNA,14,-1
ENSMUSG00000021819,20707552,20723619,zinc finger SWIM-type containing 8 [Source:MGI Symbol;Acc:MGI:1919156],Zswim8,protein_coding,14,1
ENSMUSG00000071262,79212355,79247369,zinc finger protein 957 [Source:MGI Symbol;Acc:MGI:2145729],Zfp957,protein_coding,14,-1
ENSMUSG00000025555,121035200,121283744,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:MGI Symbol;Acc:MGI:2446173]",Farp1,protein_coding,14,1
ENSMUSG00000085133,121248706,121253971,RIKEN cDNA B930095G15 gene [Source:MGI Symbol;Acc:MGI:2443701],B930095G15Rik,sense_intronic,14,1
ENSMUSG00000115045,79260453,79261382,,AC139758.1,processed_pseudogene,14,1
ENSMUSG00000022018,79288756,79301645,regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464],Rgcc,protein_coding,14,-1
ENSMUSG00000022020,79325269,79390778,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1914147]",Naa16,protein_coding,14,-1
ENSMUSG00000063410,121286343,121380011,serine/threonine kinase 24 [Source:MGI Symbol;Acc:MGI:2385007],Stk24,protein_coding,14,-1
ENSMUSG00000115666,121385505,121385956,,AC154618.2,processed_pseudogene,14,-1
ENSMUSG00000115123,121451730,121455762,,AC154618.1,lincRNA,14,-1
ENSMUSG00000025557,121459621,121505252,"solute carrier family 15 (oligopeptide transporter), member 1 [Source:MGI Symbol;Acc:MGI:1861376]",Slc15a1,protein_coding,14,-1
ENSMUSG00000071547,31131053,31139124,5'-nucleotidase domain containing 2 [Source:MGI Symbol;Acc:MGI:1917271],Nt5dc2,protein_coding,14,1
ENSMUSG00000042286,31139013,31168641,stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742],Stab1,protein_coding,14,-1
ENSMUSG00000115390,121507013,121519130,,AC126253.1,lincRNA,14,-1
ENSMUSG00000115408,121523544,121523748,,AC126253.2,processed_pseudogene,14,1
ENSMUSG00000025558,121542046,121797837,dedicator of cytokinesis 9 [Source:MGI Symbol;Acc:MGI:106321],Dock9,protein_coding,14,-1
ENSMUSG00000022022,79397772,79423587,mitochondrial translational release factor 1 [Source:MGI Symbol;Acc:MGI:2384815],Mtrf1,protein_coding,14,1
ENSMUSG00000039308,20723730,20734562,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040],Ndst2,protein_coding,14,-1
ENSMUSG00000043881,79426511,79431036,kelch repeat and BTB (POZ) domain containing 7 [Source:MGI Symbol;Acc:MGI:2685141],Kbtbd7,protein_coding,14,1
ENSMUSG00000075502,79451835,79454818,kelch repeat and BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3643058],Kbtbd6,protein_coding,14,1
ENSMUSG00000022023,79459937,79481520,WW domain binding protein 4 [Source:MGI Symbol;Acc:MGI:109568],Wbp4,protein_coding,14,-1
ENSMUSG00000036461,79481194,79582494,E74-like factor 1 [Source:MGI Symbol;Acc:MGI:107180],Elf1,protein_coding,14,1
ENSMUSG00000022024,79587691,79635196,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915205]",Sugt1,protein_coding,14,1
ENSMUSG00000022025,79637690,79662170,chondromodulin [Source:MGI Symbol;Acc:MGI:1341171],Cnmd,protein_coding,14,-1
ENSMUSG00000115740,79695037,79702410,,AC122356.2,lincRNA,14,-1
ENSMUSG00000115422,79702920,79714464,,AC122356.1,lincRNA,14,1
ENSMUSG00000114498,20057852,20058297,,AC126275.1,processed_pseudogene,14,-1
ENSMUSG00000045107,20075636,20138534,SAYSVFN motif domain containing 1 [Source:MGI Symbol;Acc:MGI:1914759],Saysd1,protein_coding,14,-1
ENSMUSG00000023243,20140057,20181809,"potassium channel, subfamily K, member 5 [Source:MGI Symbol;Acc:MGI:1336175]",Kcnk5,protein_coding,14,-1
ENSMUSG00000114523,20199702,20199954,,AC126275.2,processed_pseudogene,14,-1
ENSMUSG00000114439,20215502,20221425,,AC159106.2,lincRNA,14,1
ENSMUSG00000114410,20249415,20260932,,AC159106.1,unprocessed_pseudogene,14,-1
ENSMUSG00000023387,20261376,20269199,"potassium channel, subfamily K, member 16 [Source:MGI Symbol;Acc:MGI:1921821]",Kcnk16,protein_coding,14,-1
ENSMUSG00000102774,79769908,79772743,predicted gene 9748 [Source:MGI Symbol;Acc:MGI:3642166],Gm9748,antisense_RNA,14,1
ENSMUSG00000036422,79766775,79771312,protocadherin 8 [Source:MGI Symbol;Acc:MGI:1306800],Pcdh8,protein_coding,14,-1
ENSMUSG00000095959,79860521,79869176,predicted gene 10845 [Source:MGI Symbol;Acc:MGI:3641716],Gm10845,lincRNA,14,-1
ENSMUSG00000115078,79890997,79898315,,AC121960.1,lincRNA,14,1
ENSMUSG00000115190,79898467,79907230,,AC121960.2,lincRNA,14,1
ENSMUSG00000097927,79836712,79958726,predicted gene 6999 [Source:MGI Symbol;Acc:MGI:3647443],Gm6999,lincRNA,14,1
ENSMUSG00000115291,79947657,79948279,,AC121960.3,processed_pseudogene,14,1
ENSMUSG00000022026,79984081,80023139,olfactomedin 4 [Source:MGI Symbol;Acc:MGI:2685142],Olfm4,protein_coding,14,1
ENSMUSG00000021809,20294697,20317578,nudix (nucleoside diphosphate linked moiety X)-type motif 13 [Source:MGI Symbol;Acc:MGI:1914975],Nudt13,protein_coding,14,1
ENSMUSG00000021810,20319852,20348121,ecdysoneless homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917851],Ecd,protein_coding,14,-1
ENSMUSG00000114937,20364567,20378876,,AC121801.1,antisense_RNA,14,-1
ENSMUSG00000039599,20348162,20383491,"family with sequence similarity 149, member B [Source:MGI Symbol;Acc:MGI:2145567]",Fam149b,protein_coding,14,1
ENSMUSG00000021811,20384638,20388910,DnaJ heat shock protein family (Hsp40) member C9 [Source:MGI Symbol;Acc:MGI:1915326],Dnajc9,protein_coding,14,-1
ENSMUSG00000049960,20389304,20393634,mitochondrial ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:1913492],Mrps16,protein_coding,14,-1
ENSMUSG00000098602,20690635,20690703,microRNA 6946 [Source:MGI Symbol;Acc:MGI:5531181],Mir6946,miRNA,14,1
ENSMUSG00000088873,21450474,21450565,"predicted gene, 25864 [Source:MGI Symbol;Acc:MGI:5455641]",Gm25864,snRNA,14,1
ENSMUSG00000093684,79562167,79562292,"predicted gene, 27857 [Source:MGI Symbol;Acc:MGI:5531239]",Gm27857,miRNA,14,-1
ENSMUSG00000065597,64590657,64590741,microRNA 124a-1 [Source:MGI Symbol;Acc:MGI:2676807],Mir124a-1,miRNA,14,1
ENSMUSG00000089241,31536957,31537258,"predicted gene, 24057 [Source:MGI Symbol;Acc:MGI:5453834]",Gm24057,misc_RNA,14,-1
ENSMUSG00000088456,21263624,21263859,"predicted gene, 26372 [Source:MGI Symbol;Acc:MGI:5456149]",Gm26372,misc_RNA,14,1
ENSMUSG00000065836,21812711,21812855,"predicted gene, 23502 [Source:MGI Symbol;Acc:MGI:5453279]",Gm23502,snRNA,14,1
ENSMUSG00000064442,64753918,64754052,"predicted gene, 26225 [Source:MGI Symbol;Acc:MGI:5456002]",Gm26225,snoRNA,14,1
ENSMUSG00000087916,20199996,20200112,"predicted gene, 24912 [Source:MGI Symbol;Acc:MGI:5454689]",Gm24912,snoRNA,14,-1
ENSMUSG00000077081,25827996,25828105,"predicted gene, 23701 [Source:MGI Symbol;Acc:MGI:5453478]",Gm23701,miRNA,14,-1
ENSMUSG00000077212,31014287,31014366,"small nucleolar RNA, C/D box 69 [Source:MGI Symbol;Acc:MGI:3819551]",Snord69,snoRNA,14,-1
ENSMUSG00000106195,70299922,70300007,"predicted gene, 44340 [Source:MGI Symbol;Acc:MGI:5690732]",Gm44340,miRNA,14,-1
ENSMUSG00000093081,25534439,25534523,microRNA 3075 [Source:MGI Symbol;Acc:MGI:4834248],Mir3075,miRNA,14,1
ENSMUSG00000088717,70422171,70422280,"predicted gene, 22725 [Source:MGI Symbol;Acc:MGI:5452502]",Gm22725,snoRNA,14,-1
ENSMUSG00000092972,64591185,64591271,microRNA 3078 [Source:MGI Symbol;Acc:MGI:4834251],Mir3078,miRNA,14,1
ENSMUSG00000065528,70443510,70443591,microRNA 320 [Source:MGI Symbol;Acc:MGI:3619332],Mir320,miRNA,14,1
ENSMUSG00000093191,31836884,31837181,"predicted gene, 22876 [Source:MGI Symbol;Acc:MGI:5452653]",Gm22876,misc_RNA,14,-1
ENSMUSG00000076453,79738431,79738528,microRNA 759 [Source:MGI Symbol;Acc:MGI:3691612],Mir759,miRNA,14,1
ENSMUSG00000095087,20701523,20701629,"predicted gene, 25328 [Source:MGI Symbol;Acc:MGI:5455105]",Gm25328,snRNA,14,1
ENSMUSG00000077797,31016206,31016281,"small nucleolar RNA, C/D box 19 [Source:MGI Symbol;Acc:MGI:3819524]",Snord19,snoRNA,14,-1
ENSMUSG00000077577,70428496,70428597,"predicted gene, 24890 [Source:MGI Symbol;Acc:MGI:5454667]",Gm24890,snRNA,14,-1
ENSMUSG00000087912,31015148,31015226,"predicted gene, 24916 [Source:MGI Symbol;Acc:MGI:5454693]",Gm24916,snoRNA,14,-1
ENSMUSG00000097136,25548390,25554369,"predicted gene, 26772 [Source:MGI Symbol;Acc:MGI:5477266]",Gm26772,lincRNA,14,-1
ENSMUSG00000097243,70205324,70217659,"predicted gene, 26908 [Source:MGI Symbol;Acc:MGI:5477402]",Gm26908,lincRNA,14,1
ENSMUSG00000098609,25856777,25870266,"annexin A11, opposite strand [Source:MGI Symbol;Acc:MGI:3642737]",Anxa11os,antisense_RNA,14,-1
ENSMUSG00000021866,25842156,25886804,annexin A11 [Source:MGI Symbol;Acc:MGI:108481],Anxa11,protein_coding,14,1
ENSMUSG00000021768,21733394,21751181,dual specificity phosphatase 13 [Source:MGI Symbol;Acc:MGI:1351599],Dusp13,protein_coding,14,-1
ENSMUSG00000000776,70438757,70443447,polymerase (RNA) III (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1914315],Polr3d,protein_coding,14,-1
ENSMUSG00000084940,21741543,21746632,predicted gene 15935 [Source:MGI Symbol;Acc:MGI:3801894],Gm15935,antisense_RNA,14,1
ENSMUSG00000091686,64099295,64104235,RIKEN cDNA 4930471C04 gene [Source:MGI Symbol;Acc:MGI:1925426],4930471C04Rik,lincRNA,14,-1
ENSMUSG00000021966,64104286,64113755,"protease, serine 52 [Source:MGI Symbol;Acc:MGI:1920632]",Prss52,protein_coding,14,1
ENSMUSG00000090785,64111200,64114641,predicted gene 17116 [Source:MGI Symbol;Acc:MGI:4937943],Gm17116,antisense_RNA,14,-1
ENSMUSG00000003469,70457476,70468832,phytanoyl-CoA hydroxylase interacting protein [Source:MGI Symbol;Acc:MGI:1860417],Phyhip,protein_coding,14,1
ENSMUSG00000054733,64122625,64455903,methionine sulfoxide reductase A [Source:MGI Symbol;Acc:MGI:106916],Msra,protein_coding,14,-1
ENSMUSG00000114284,64116314,64127605,,AC166997.1,antisense_RNA,14,1
ENSMUSG00000114680,64530952,64537538,,AC134898.1,lincRNA,14,-1
ENSMUSG00000097545,64587331,64593961,Mir124-1 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:2442197],Mir124a-1hg,lincRNA,14,1
ENSMUSG00000095304,25887506,25903100,placenta specific 9a [Source:MGI Symbol;Acc:MGI:2663998],Plac9a,protein_coding,14,-1
ENSMUSG00000022098,70474558,70520234,bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176],Bmp1,protein_coding,14,-1
ENSMUSG00000072676,25923300,25927672,transmembrane protein 254a [Source:MGI Symbol;Acc:MGI:1196450],Tmem254a,protein_coding,14,-1
ENSMUSG00000095975,25938304,25956356,cytoplasmic polyadenylated homeobox 1 [Source:MGI Symbol;Acc:MGI:2145733],Cphx1,protein_coding,14,1
ENSMUSG00000098897,25939359,25940580,"predicted gene, 19013 [Source:MGI Symbol;Acc:MGI:5011198]",Gm19013,processed_pseudogene,14,-1
ENSMUSG00000046005,31906528,31931716,RIKEN cDNA D830044D21 gene [Source:MGI Symbol;Acc:MGI:2444378],D830044D21Rik,lincRNA,14,1
ENSMUSG00000060012,64647265,64809617,kinesin family member 13B [Source:MGI Symbol;Acc:MGI:1098265],Kif13b,protein_coding,14,1
ENSMUSG00000048502,25978577,25990088,double homeobox B-like 1 [Source:MGI Symbol;Acc:MGI:1916048],Duxbl1,protein_coding,14,1
ENSMUSG00000058351,31088132,31128956,small integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1913737],Smim4,protein_coding,14,-1
ENSMUSG00000042354,31012433,31019152,guanine nucleotide binding protein-like 3 (nucleolar) [Source:MGI Symbol;Acc:MGI:1353651],Gnl3,protein_coding,14,-1
ENSMUSG00000090305,31076638,31077435,predicted gene 5459 [Source:MGI Symbol;Acc:MGI:3643518],Gm5459,processed_pseudogene,14,-1
ENSMUSG00000042323,31019138,31121592,polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998],Pbrm1,protein_coding,14,1
ENSMUSG00000102764,64835855,64839259,"predicted gene, 37183 [Source:MGI Symbol;Acc:MGI:5610411]",Gm37183,TEC,14,-1
ENSMUSG00000021972,64811600,64949871,homeobox containing 1 [Source:MGI Symbol;Acc:MGI:2445066],Hmbox1,protein_coding,14,-1
